city,type,squareMeters,rooms,floor,floorCount,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,building_age,nearset_poi_distance,poi_sum_distance,rooms_per_m2
szczecin,unknown,65.6,3.0,6.0,8.0,53.4230495,14.4471272,7.54,0.0,1.046,3.027,1.23,0.961,1.102,3.07,1.436,False,True,True,False,False,495000,44.0,0.961,8.802000000000001,0.04573170731707318
szczecin,tenement,100.52,3.0,3.0,3.0,53.4295256,14.5531763,0.85,64.0,0.188,0.36,0.353,0.14,0.046,0.562,0.08,False,True,False,False,True,699000,104.0,0.046,1.167,0.02984480700358138
szczecin,apartmentBuilding,57.07,3.0,9.0,18.0,53.4551,14.5616,3.53,16.0,0.375,0.197,0.136,0.44,0.005,1.399,0.135,False,True,True,True,False,650000,15.0,0.005,1.288,0.05256702295426669
szczecin,blockOfFlats,32.0,1.0,4.0,10.0,53.4572067,14.5422931,3.96,4.0,0.4,0.675,0.509,0.361,0.433,1.824,0.507,False,True,True,False,False,449000,7.0,0.361,2.8850000000000002,0.03125
szczecin,blockOfFlats,46.73,2.0,4.0,11.0,53.3980728,14.5247091,3.7,6.0,0.134,1.176,0.071,0.115,0.024,2.463,0.076,False,False,True,False,True,449000,44.0,0.024,1.596,0.04279905842071475
szczecin,blockOfFlats,70.18,3.0,2.0,4.0,53.418611,14.549722,0.92,11.0,0.371,0.319,0.225,0.63,0.323,1.208,0.359,False,True,True,False,True,769000,7.0,0.225,2.227,0.042747221430607
szczecin,blockOfFlats,62.4,4.0,3.0,4.0,53.4583785,14.5328094,4.31,8.0,0.38,0.416,0.3,0.374,0.289,1.792,0.379,True,True,False,False,True,485000,48.0,0.289,2.138,0.06410256410256411
szczecin,unknown,59.7,3.0,4.0,8.0,53.4311682,14.5038346,3.88,9.0,0.285,1.079,0.299,0.415,0.314,1.931,0.344,False,True,True,False,True,565000,54.0,0.285,2.7359999999999998,0.05025125628140703
szczecin,unknown,100.0,3.0,4.0,5.0,53.40235753,14.52497392,3.34,12.0,0.33,0.723,0.478,0.272,0.212,1.992,0.328,False,False,False,False,False,575000,45.0,0.212,2.343,0.03
szczecin,apartmentBuilding,28.2,1.0,5.0,6.0,53.4225,14.5406,1.35,19.0,0.124,0.64,0.147,0.487,0.151,0.666,0.121,True,False,True,False,False,440000,12.0,0.121,1.6700000000000002,0.03546099290780142
szczecin,apartmentBuilding,90.44,4.0,8.0,8.0,53.4580702,14.5429308,4.04,5.0,0.483,0.757,0.581,0.435,0.358,1.929,0.477,True,True,True,False,False,1200000,4.0,0.358,3.0909999999999997,0.044228217602830605
szczecin,blockOfFlats,37.0,2.0,6.0,10.0,53.4285743,14.5525716,0.8,66.0,0.294,0.272,0.263,0.241,0.081,0.608,0.097,False,True,True,False,True,459000,54.0,0.081,1.248,0.05405405405405406
szczecin,tenement,80.73,4.0,3.0,3.0,53.4419693,14.5285865,2.98,10.0,0.085,0.431,1.032,0.467,0.059,0.149,0.071,False,False,False,False,True,799000,94.0,0.059,2.1450000000000005,0.04954787563483216
szczecin,unknown,88.0,3.0,3.0,3.0,53.43973283,14.49954987,4.46,5.0,0.021,0.519,0.388,0.35,0.365,2.087,0.365,False,True,False,False,False,820000,26.0,0.021,2.008,0.03409090909090909
szczecin,tenement,77.71,3.0,3.0,3.0,53.4330962,14.5686108,1.19,9.0,0.577,0.918,0.288,0.308,0.135,0.621,0.422,False,False,False,False,True,599000,99.0,0.135,2.648,0.03860507013254408
szczecin,apartmentBuilding,105.0,4.0,3.0,4.0,53.4274747,14.4872832,4.9,5.0,0.622,0.528,0.217,0.451,0.631,3.057,0.435,False,True,True,False,False,1199999,8.0,0.217,2.884,0.0380952380952381
szczecin,apartmentBuilding,45.3,2.0,3.0,4.0,53.45696755,14.58436885,4.04,7.0,0.174,1.229,0.918,0.898,0.142,0.747,0.28,False,False,True,False,False,530000,12.0,0.142,3.641,0.04415011037527594
szczecin,unknown,42.0,2.0,2.0,4.0,53.45267228,14.49018223,5.71,13.0,0.095,1.567,0.523,0.223,0.553,2.924,0.204,False,True,False,False,False,449000,44.0,0.095,3.165,0.047619047619047616
szczecin,blockOfFlats,52.7,3.0,1.0,4.0,53.456111,14.493056,5.78,12.0,0.394,1.766,0.21,0.152,0.676,2.931,0.224,False,True,False,False,True,450000,47.0,0.152,3.4220000000000006,0.056925996204933584
szczecin,apartmentBuilding,69.9,3.0,3.0,2.0,53.378793,14.6574779,8.1,23.0,0.285,0.147,0.277,0.099,0.103,1.1864999999999999,0.119,True,True,False,False,False,899000,12.0,0.099,1.0299999999999998,0.04291845493562232
szczecin,blockOfFlats,60.0,2.0,3.0,4.0,53.4243973559952,14.5529966398226,0.54,67.0,0.248,0.343,0.212,0.077,0.131,0.795,0.089,True,True,False,False,True,590000,54.0,0.077,1.0999999999999999,0.03333333333333333
szczecin,blockOfFlats,49.44,2.0,3.0,4.0,53.4508631,14.5298507,3.68,8.0,0.166,0.47,0.66,0.491,0.591,0.954,0.301,True,True,False,False,True,425000,44.0,0.166,2.6790000000000003,0.04045307443365696
szczecin,blockOfFlats,55.13,2.0,3.0,4.0,53.399444,14.526111,3.53,8.0,0.109,1.004,0.153,0.178,0.166,2.296,0.141,True,True,False,False,False,479000,24.0,0.109,1.751,0.036277888626881916
szczecin,blockOfFlats,109.0,4.0,4.0,4.0,53.4183,14.5412,1.43,9.0,0.008,0.68,0.478,0.518,0.268,0.658,0.304,False,True,True,True,False,1199000,16.0,0.008,2.256,0.03669724770642202
szczecin,blockOfFlats,66.82,3.0,4.0,10.0,53.3811677,14.6574151,7.93,18.0,0.172,0.351,0.066,0.363,0.255,1.03,0.05,True,True,True,False,True,529000,44.0,0.05,1.257,0.0448967375037414
szczecin,blockOfFlats,52.97,3.0,4.0,4.0,53.3970831,14.5254429,3.76,6.0,0.254,1.27,0.114,0.106,0.144,2.563,0.125,True,True,False,False,True,450000,48.0,0.106,2.013,0.056635831602794035
szczecin,tenement,96.0,3.0,3.0,3.0,53.428898,14.5338625,1.9,29.0,0.196,0.741,0.219,0.411,0.226,0.64,0.103,False,True,False,False,True,665000,89.0,0.103,1.8960000000000001,0.03125
szczecin,blockOfFlats,76.7,4.0,7.0,10.0,53.3744283,14.6579538,8.43,12.0,0.049,0.455,0.548,0.254,0.386,1.9955151515151517,0.385,True,True,True,False,True,569000,38.0,0.049,2.077,0.05215123859191655
szczecin,unknown,36.35,2.0,3.0,4.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,False,False,True,False,False,385000,16.0,0.01,0.9590000000000001,0.055020632737276476
szczecin,blockOfFlats,37.34,2.0,10.0,11.0,53.4065346,14.52471231,3.05,17.0,0.143,0.378,0.279,0.122,0.186,1.548,0.139,False,True,True,False,True,419000,54.0,0.122,1.247,0.05356186395286555
szczecin,blockOfFlats,44.9,2.0,4.0,4.0,53.4327830394222,14.5154391859077,3.19,12.0,0.149,1.222,0.082,0.351,0.064,1.156,0.144,False,False,False,False,True,525000,15.0,0.064,2.012,0.044543429844097995
szczecin,tenement,37.14,2.0,2.0,4.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,False,False,False,False,True,439000,94.0,0.01,0.9590000000000001,0.05385029617662897
szczecin,unknown,93.35,4.0,3.0,2.0,53.4786939,14.54052808,6.3,1.0,1.381,2.72,1.097,0.693,0.527,3.077,0.377,True,False,True,False,True,1150000,7.0,0.377,6.795,0.042849491162292454
szczecin,blockOfFlats,67.3,3.0,3.0,4.0,53.4520784,14.5450252,3.36,9.0,0.38,0.842,0.216,0.25,0.438,1.44,0.225,False,True,False,False,False,579000,17.0,0.216,2.351,0.04457652303120357
szczecin,tenement,75.43,3.0,3.0,3.0,53.448349,14.5515984,2.84,10.0,0.324,0.818,0.567,0.278,0.162,1.489,0.137,False,False,False,False,False,595000,45.0,0.137,2.286,0.03977197401564364
szczecin,tenement,40.14,2.0,3.0,4.0,53.43287621,14.54375267,1.55,80.0,0.378,0.471,0.327,0.319,0.04,0.341,0.186,True,False,False,False,True,350000,84.0,0.04,1.7209999999999999,0.04982561036372696
szczecin,blockOfFlats,75.0,3.0,2.0,2.0,53.4777278,14.5423184,6.17,2.0,1.285,2.64,0.947,0.533,0.368,2.919,0.451,True,True,False,False,True,750000,7.0,0.368,6.224,0.04
szczecin,blockOfFlats,42.42,3.0,2.0,10.0,53.441481,14.567764,2.06,14.0,0.201,0.992,0.548,0.18,0.251,1.408,0.234,False,True,True,False,True,559000,44.0,0.18,2.406,0.07072135785007072
szczecin,unknown,47.1,2.0,3.0,4.0,53.40132261,14.52600181,3.38,12.0,0.196,0.805,0.36,0.367,0.298,2.092,0.349,False,False,False,False,True,450000,63.0,0.196,2.375,0.04246284501061571
szczecin,unknown,63.0,3.0,5.0,5.0,53.4133,14.5771,1.55,0.0,1.733,2.007,1.717,1.734,0.801,2.057,1.286,False,False,False,False,True,499000,45.0,0.801,9.278,0.047619047619047616
szczecin,unknown,72.0,3.0,10.0,11.0,53.4213728,14.5045696,3.74,8.0,0.112,0.836,0.717,0.697,0.394,1.8,0.489,False,True,True,False,False,680000,32.0,0.112,3.245,0.041666666666666664
szczecin,unknown,38.0,2.0,10.0,12.0,53.4052016,14.524581,3.15,16.0,0.207,0.476,0.371,0.103,0.093,1.692,0.012,False,True,True,False,False,389000,38.0,0.012,1.2619999999999998,0.05263157894736842
szczecin,unknown,58.68,2.0,2.0,4.0,53.42590084,14.51741953,2.9,3.0,0.34,0.973,0.721,0.431,0.501,1.157,0.296,True,True,True,False,False,796000,15.0,0.296,3.2619999999999996,0.03408316291751875
szczecin,apartmentBuilding,48.0,3.0,2.0,3.0,53.39362113,14.48229773,6.18,0.0,1.897,3.453,0.896,1.813,0.821,4.379,0.867,True,True,False,False,False,565000,2.0,0.821,9.747,0.0625
szczecin,blockOfFlats,55.1,3.0,2.0,2.0,53.4803252,14.5393245,6.49,2.0,1.56,2.886,1.294,0.882,0.437,3.249,0.287,True,True,False,False,True,669000,14.0,0.287,7.346,0.0544464609800363
szczecin,unknown,78.7,4.0,1.0,1.0,53.433144,14.469563,6.15,4.0,0.915,1.841,0.634,0.353,0.349,4.093,0.478,True,True,False,False,False,719000,15.0,0.349,4.57,0.05082592121982211
szczecin,apartmentBuilding,44.0,2.0,3.0,2.0,53.491111,14.584167,7.68,1.0,1.579,0.727,0.524,0.616,0.53,3.184,0.356,False,True,True,False,False,391000,45.0,0.356,4.332,0.045454545454545456
szczecin,tenement,44.88,2.0,3.0,4.0,53.4368953038196,14.5722383022877,1.68,16.0,0.147,1.144,0.085,0.445,0.156,1.093,0.2,False,False,False,True,True,439000,45.0,0.085,2.177,0.044563279857397504
szczecin,blockOfFlats,47.55,2.0,10.0,11.0,53.434856,14.555415,1.33,36.0,0.203,0.039,0.278,0.115,0.053,0.739,0.093,False,False,True,False,True,424000,44.0,0.039,0.781,0.04206098843322818
szczecin,blockOfFlats,47.1,2.0,4.0,4.0,53.455075,14.5474,3.64,4.0,0.71,0.951,0.238,0.193,0.532,1.797,0.122,False,False,False,False,True,459000,53.0,0.122,2.746,0.04246284501061571
szczecin,blockOfFlats,41.0,2.0,1.0,4.0,53.42514468,14.55632687,0.36,74.0,0.155,0.528,0.386,0.142,0.137,0.586,0.254,False,True,False,False,True,399000,64.0,0.137,1.6019999999999999,0.04878048780487805
szczecin,unknown,58.8,2.0,3.0,1.0,53.44140549,14.50899813,3.98,10.0,0.496,0.213,0.168,0.485,0.49,1.445,0.048,False,False,False,False,False,499000,94.0,0.048,1.9000000000000001,0.034013605442176874
szczecin,blockOfFlats,64.0,3.0,4.0,4.0,53.4409112524084,14.4937263061079,4.86,7.0,0.428,0.835,0.26,0.078,0.268,2.458,0.256,False,True,False,False,True,595000,33.0,0.078,2.125,0.046875
szczecin,blockOfFlats,35.0,1.0,1.0,4.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,True,True,False,False,True,415000,17.0,0.01,0.9590000000000001,0.02857142857142857
szczecin,blockOfFlats,26.5,1.0,3.0,11.0,53.41545475,14.53108671,2.17,10.0,0.463,0.5,0.091,0.187,0.238,0.488,0.8,True,True,True,False,True,359000,44.0,0.091,2.279,0.03773584905660377
szczecin,tenement,39.94,2.0,2.0,3.0,53.4474854,14.5498603,2.78,16.0,0.474,0.745,0.499,0.367,0.209,1.352,0.019,False,False,False,False,True,419000,64.0,0.019,2.313,0.05007511266900351
szczecin,unknown,47.9,2.0,1.0,2.0,53.474167,14.537222,5.86,1.0,0.888,2.189,0.795,0.494,0.598,3.013,0.662,False,True,True,False,False,580000,0.0,0.494,5.6259999999999994,0.04175365344467641
szczecin,unknown,113.08,5.0,3.0,3.0,53.416058,14.532116,2.08,8.0,0.545,0.436,0.043,0.22,0.226,0.421,0.731,False,False,False,False,False,585000,85.0,0.043,2.201,0.04421648390519986
szczecin,tenement,68.1,3.0,4.0,4.0,53.4340574,14.56920147,1.3,13.0,0.463,0.935,0.391,0.4,0.19,0.724,0.313,True,False,False,False,True,460000,94.0,0.19,2.692,0.04405286343612335
szczecin,blockOfFlats,71.48,4.0,3.0,3.0,53.42632,14.53144,1.98,20.0,0.21,0.429,0.107,0.697,0.087,0.721,0.048,False,False,False,False,False,399000,45.0,0.048,1.578,0.05595970900951315
szczecin,blockOfFlats,53.0,2.0,2.0,4.0,53.380663,14.6378498,6.97,10.0,0.123,1.046,0.272,0.291,1.056,3.24,0.281,False,True,False,False,True,550000,46.0,0.123,3.0690000000000004,0.03773584905660377
szczecin,blockOfFlats,64.0,3.0,11.0,12.0,53.3789332,14.6252957,6.53,9.0,0.118,1.389,0.628,0.105,1.652,3.24,0.413,False,False,True,False,False,510000,40.0,0.105,4.305000000000001,0.046875
szczecin,blockOfFlats,93.5,3.0,4.0,5.0,53.445816,14.549937,2.6,14.0,0.413,0.566,0.388,0.387,0.124,1.189,0.052,True,True,False,False,True,599000,27.0,0.052,1.9300000000000002,0.03208556149732621
szczecin,apartmentBuilding,88.22,3.0,1.0,2.0,53.4438,14.5056,4.31,9.0,0.472,0.174,0.223,0.282,0.273,1.675,0.248,True,True,False,False,False,950000,45.0,0.174,1.672,0.034005894355021535
szczecin,blockOfFlats,37.0,2.0,10.0,11.0,53.44545,14.55238,2.52,15.0,0.247,0.493,0.418,0.458,0.141,1.242,0.022,False,True,True,False,False,315000,54.0,0.022,1.779,0.05405405405405406
szczecin,apartmentBuilding,46.1,2.0,2.0,3.0,53.41691025,14.53617498,1.79,11.0,0.315,0.467,0.284,0.381,0.342,0.444,0.477,True,True,False,False,False,629000,9.0,0.284,2.266,0.04338394793926247
szczecin,blockOfFlats,45.0,2.0,1.0,4.0,53.474167,14.537222,5.86,1.0,0.888,2.189,0.795,0.494,0.598,3.013,0.662,False,True,False,False,True,519000,21.0,0.494,5.6259999999999994,0.044444444444444446
szczecin,blockOfFlats,46.8,2.0,2.0,4.0,53.41477573,14.53064203,2.23,8.0,0.383,0.578,0.155,0.162,0.192,0.566,0.772,False,False,False,False,True,499000,60.0,0.155,2.242,0.042735042735042736
szczecin,unknown,47.2,2.0,3.0,4.0,53.4535374,14.5532032,3.39,10.0,0.41,0.663,0.355,0.355,0.189,1.941,0.22,False,False,False,False,False,399000,45.0,0.189,2.192,0.0423728813559322
szczecin,unknown,30.7,1.0,4.0,5.0,53.43287621,14.54375267,1.55,80.0,0.378,0.471,0.327,0.319,0.04,0.341,0.186,False,True,False,False,True,329000,25.0,0.04,1.7209999999999999,0.03257328990228013
szczecin,blockOfFlats,90.0,4.0,3.0,2.0,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,True,True,False,False,False,525000,0.0,0.068,1.2389999999999999,0.044444444444444446
szczecin,blockOfFlats,44.0,2.0,1.0,4.0,53.4339832833097,14.5447663015548,1.59,76.0,0.288,0.34,0.26,0.279,0.102,0.335,0.269,True,False,True,True,True,339000,60.0,0.102,1.5380000000000003,0.045454545454545456
szczecin,unknown,48.81,2.0,12.0,12.0,53.4306709,14.5540216,0.93,63.0,0.078,0.434,0.215,0.09,0.026,0.527,0.038,False,False,True,False,False,805000,2.0,0.026,0.881,0.04097520999795124
szczecin,unknown,48.76,2.0,12.0,12.0,53.4306709,14.5540216,0.93,63.0,0.078,0.434,0.215,0.09,0.026,0.527,0.038,False,False,True,False,False,804000,2.0,0.026,0.881,0.04101722723543889
szczecin,unknown,69.04,3.0,1.0,1.0,53.4685078,14.5452778,5.12,9.0,0.458,1.742,0.284,0.194,0.088,2.29,0.225,True,False,False,False,False,699000,96.0,0.088,2.991,0.043453070683661645
szczecin,unknown,47.86,2.0,3.0,3.0,53.4297812,14.5534592,0.87,64.0,0.155,0.392,0.319,0.12,0.053,0.545,0.071,False,False,False,False,True,335000,94.0,0.053,1.11,0.041788549937317176
szczecin,tenement,51.0,2.0,2.0,3.0,53.4312995,14.5648979,0.92,16.0,0.277,0.774,0.029,0.059,0.173,0.305,0.658,True,False,False,False,True,469000,74.0,0.029,1.9700000000000002,0.0392156862745098
szczecin,unknown,36.27,2.0,2.0,3.0,53.3587691,14.6006304,7.65,0.0,0.71,2.968,0.837,0.537,1.012,3.07,0.955,False,True,False,False,False,365000,15.0,0.537,7.019,0.05514199062586159
szczecin,blockOfFlats,86.0,3.0,3.0,3.0,53.4660213,14.5383199,4.97,8.0,0.08,1.313,0.18,0.251,0.112,2.683,0.401,False,True,False,False,False,679000,12.0,0.08,2.3369999999999997,0.03488372093023256
szczecin,blockOfFlats,36.6,2.0,7.0,10.0,53.4482921,14.5374909,3.18,11.0,0.134,0.764,0.369,0.458,0.328,0.801,0.314,False,False,True,False,False,350000,45.0,0.134,2.367,0.0546448087431694
szczecin,unknown,48.08,3.0,1.0,1.0,53.491111,14.584167,7.68,1.0,1.579,0.727,0.524,0.616,0.53,3.184,0.356,True,False,False,False,False,405000,94.0,0.356,4.332,0.06239600665557404
szczecin,unknown,94.7,3.0,1.0,3.0,53.43075917,14.53225136,2.07,27.0,0.248,0.667,0.349,0.468,0.25,0.692,0.187,True,True,False,False,False,670000,120.0,0.187,2.169,0.03167898627243928
szczecin,blockOfFlats,69.19,3.0,1.0,1.0,53.4044468,14.684028,8.42,1.0,0.136,3.329,0.748,1.302,1.22,3.7,0.724,True,False,False,False,True,689000,74.0,0.136,7.4590000000000005,0.043358866888278655
szczecin,tenement,100.0,3.0,4.0,5.0,53.399444,14.526111,3.53,8.0,0.109,1.004,0.153,0.178,0.166,2.296,0.141,False,False,False,False,True,560000,45.0,0.109,1.751,0.03
szczecin,blockOfFlats,31.0,1.0,3.0,9.0,53.455075,14.5474,3.64,4.0,0.71,0.951,0.238,0.193,0.532,1.797,0.122,True,False,True,False,True,380000,53.0,0.122,2.746,0.03225806451612903
szczecin,apartmentBuilding,46.0,2.0,2.0,27.0,53.4309061789185,14.5547627006126,0.93,63.0,0.036,0.437,0.168,0.138,0.081,0.489,0.055,False,True,False,False,False,740000,45.0,0.036,0.915,0.043478260869565216
szczecin,blockOfFlats,60.37,3.0,3.0,4.0,53.455075,14.5474,3.64,4.0,0.71,0.951,0.238,0.193,0.532,1.797,0.122,True,True,True,False,True,899000,7.0,0.122,2.746,0.04969355640218652
szczecin,tenement,115.0,5.0,1.0,4.0,53.4318317,14.5396127,1.7,67.0,0.084,0.538,0.316,0.174,0.04,0.348,0.121,False,False,False,False,True,625000,94.0,0.04,1.273,0.043478260869565216
szczecin,tenement,73.74,4.0,3.0,4.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,False,True,False,False,True,567000,87.0,0.01,0.9590000000000001,0.054244643341470035
szczecin,tenement,72.5,3.0,3.0,3.0,53.43895,14.570897,1.85,17.0,0.09,1.12,0.199,0.224,0.225,1.231,0.247,False,False,False,False,True,690000,45.0,0.09,2.1050000000000004,0.041379310344827586
szczecin,unknown,88.0,3.0,3.0,3.0,53.443016,14.497764,4.72,5.0,0.4,0.56,0.42,0.375,0.277,2.187,0.326,False,True,False,False,True,814990,45.0,0.277,2.358,0.03409090909090909
szczecin,blockOfFlats,54.8,2.0,3.0,4.0,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,False,True,False,False,False,660000,19.0,0.068,1.2389999999999999,0.03649635036496351
szczecin,apartmentBuilding,33.46,1.0,1.0,17.0,53.404167,14.503333,4.38,5.0,0.834,1.803,0.337,1.177,0.067,2.558,0.21,False,False,True,False,False,351330,1.0,0.067,4.428,0.029886431560071727
szczecin,blockOfFlats,38.3,2.0,4.0,10.0,53.41169875,14.52667189,2.62,15.0,0.199,0.434,0.478,0.132,0.085,0.962,0.353,False,False,True,False,True,429000,54.0,0.085,1.6809999999999998,0.05221932114882507
szczecin,unknown,68.0,3.0,4.0,4.0,53.43346936,14.56971645,1.26,9.0,0.519,0.98,0.371,0.392,0.117,0.704,0.38,False,False,False,False,False,477000,74.0,0.117,2.759,0.04411764705882353
szczecin,tenement,107.31,5.0,3.0,4.0,53.4268,14.5353,1.74,32.0,0.075,0.562,0.211,0.48,0.057,0.615,0.053,True,True,False,False,True,649000,86.0,0.053,1.4379999999999997,0.046593980057776534
szczecin,blockOfFlats,38.0,2.0,1.0,4.0,53.455075,14.5474,3.64,4.0,0.71,0.951,0.238,0.193,0.532,1.797,0.122,False,True,False,False,True,370000,25.0,0.122,2.746,0.05263157894736842
szczecin,tenement,68.1,3.0,4.0,4.0,53.43489405,14.56955927,1.4,14.0,0.367,0.951,0.368,0.438,0.216,0.809,0.221,False,False,False,False,True,470000,92.0,0.216,2.5610000000000004,0.04405286343612335
szczecin,tenement,98.68,3.0,3.0,4.0,53.43356,14.5368253,1.96,47.0,0.221,0.301,0.129,0.344,0.149,0.26,0.289,True,False,False,False,True,690000,45.0,0.129,1.4329999999999998,0.030401297122010538
szczecin,blockOfFlats,74.24,4.0,4.0,4.0,53.38191215,14.65865651,7.95,21.0,0.278,0.46,0.079,0.453,0.331,1.03,0.09,False,True,False,False,True,639000,36.0,0.079,1.691,0.05387931034482759
szczecin,unknown,33.03,2.0,8.0,8.0,53.4231407,14.5588364,0.14,55.0,0.243,0.608,0.323,0.175,0.036,0.715,0.356,False,True,True,False,False,440000,45.0,0.036,1.741,0.060551014229488345
szczecin,blockOfFlats,36.15,2.0,1.0,3.0,53.474167,14.537222,5.86,1.0,0.888,2.189,0.795,0.494,0.598,3.013,0.662,False,True,True,False,False,509000,45.0,0.494,5.6259999999999994,0.055325034578146616
szczecin,apartmentBuilding,35.91,2.0,1.0,3.0,53.4611827,14.5445153,4.34,2.0,0.66,1.052,0.502,0.587,0.155,2.253,0.215,False,True,True,False,False,505000,2.0,0.155,3.171,0.055694792536897804
szczecin,blockOfFlats,29.8,2.0,1.0,4.0,53.44049,14.57233,2.04,16.0,0.275,1.278,0.326,0.107,0.419,1.426,0.098,False,False,False,False,True,320000,54.0,0.098,2.5029999999999997,0.06711409395973154
szczecin,blockOfFlats,88.0,3.0,3.0,3.0,53.44009072,14.49676037,4.64,8.0,0.209,0.666,0.477,0.161,0.448,2.266,0.468,False,True,False,False,True,820000,27.0,0.161,2.429,0.03409090909090909
szczecin,tenement,68.0,3.0,4.0,4.0,53.42997,14.56525,0.78,18.0,0.202,0.883,0.162,0.207,0.215,0.248,0.713,False,False,False,False,True,476974,74.0,0.162,2.382,0.04411764705882353
szczecin,unknown,38.3,2.0,1.0,4.0,53.4455685,14.541856,2.77,11.0,0.378,0.828,0.137,0.154,0.125,0.819,0.128,False,False,False,False,False,405000,24.0,0.125,1.75,0.05221932114882507
szczecin,blockOfFlats,61.26,2.0,3.0,3.0,53.47010548,14.57526798,5.28,1.0,0.733,1.114,1.522,0.177,1.19,0.852,1.202,True,False,True,False,False,639000,12.0,0.177,5.938,0.0326477309826967
szczecin,unknown,58.9,3.0,3.0,3.0,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,False,True,False,False,False,649000,7.0,0.068,1.2389999999999999,0.050933786078098474
szczecin,unknown,35.0,2.0,4.0,4.0,53.42753739,14.54924487,0.9,83.0,0.498,0.028,0.147,0.386,0.04,0.434,0.132,False,False,False,False,False,360000,45.0,0.028,1.2310000000000003,0.05714285714285714
szczecin,unknown,36.15,2.0,1.0,1.0,53.464761,14.543839,4.74,8.0,0.338,1.333,0.229,0.203,0.404,2.303,0.302,False,False,False,False,False,505000,45.0,0.203,2.809,0.055325034578146616
szczecin,unknown,70.0,3.0,3.0,3.0,53.4312995,14.5648979,0.92,16.0,0.277,0.774,0.029,0.059,0.173,0.305,0.658,False,False,False,False,False,615000,45.0,0.029,1.9700000000000002,0.04285714285714286
szczecin,blockOfFlats,39.31,2.0,3.0,2.0,53.4449,14.501653,4.6,6.0,0.38,0.417,0.349,0.452,0.246,1.95,0.277,False,False,False,False,True,459000,94.0,0.246,2.121,0.050877639277537516
szczecin,blockOfFlats,48.66,2.0,2.0,3.0,53.457778,14.5825,4.08,7.0,0.088,1.201,0.882,0.755,0.247,0.608,0.13,False,True,True,False,False,580000,13.0,0.088,3.303,0.04110152075626799
szczecin,unknown,36.15,2.0,1.0,3.0,53.46533954,14.54267979,4.82,11.0,0.239,1.35,0.157,0.11,0.377,2.387,0.341,False,True,True,False,False,505000,1.0,0.11,2.5740000000000003,0.055325034578146616
szczecin,apartmentBuilding,35.91,2.0,1.0,3.0,53.474167,14.537222,5.86,1.0,0.888,2.189,0.795,0.494,0.598,3.013,0.662,False,False,True,False,False,510000,2.0,0.494,5.6259999999999994,0.055694792536897804
szczecin,blockOfFlats,35.91,2.0,1.0,3.0,53.46146895,14.54384832,4.38,3.0,0.611,1.043,0.452,0.546,0.113,2.295,0.161,False,True,True,False,False,510000,2.0,0.113,2.926,0.055694792536897804
szczecin,apartmentBuilding,74.07,4.0,1.0,3.0,53.4621958,14.5271756,4.86,2.0,0.148,0.926,0.787,0.246,0.841,2.224,0.931,True,False,True,False,False,1194280,5.0,0.148,3.8790000000000004,0.05400297016335899
szczecin,blockOfFlats,77.1,3.0,3.0,12.0,53.3744824,14.6583778,8.44,14.0,0.022,0.46,0.527,0.253,0.364,1.2935833333333333,0.357,False,True,True,False,True,719000,39.0,0.022,1.9829999999999999,0.038910505836575876
szczecin,blockOfFlats,57.66,3.0,3.0,4.0,53.4485606,14.545625,2.98,11.0,0.186,0.964,0.292,0.372,0.476,1.205,0.299,True,True,False,False,True,560000,84.0,0.186,2.589,0.052029136316337155
szczecin,blockOfFlats,62.6,3.0,2.0,4.0,53.365833,14.661389,9.24,9.0,0.449,1.328,0.216,0.195,0.228,1.001,0.236,False,True,False,False,True,595000,30.0,0.195,2.652,0.04792332268370607
szczecin,blockOfFlats,48.9,2.0,3.0,4.0,53.3967092,14.4955726,5.25,2.0,1.691,2.598,0.069,1.802,0.138,3.509,0.505,False,True,True,False,False,649000,6.0,0.069,6.803,0.0408997955010225
